machine_id,timestamp,temperature,pressure,vibration_level,humidity,power_consumption,failure_status
MACHINE_324,2025-01-03 05:50:00,75.8,433.74,5.39,36.1,89.06,0
MACHINE_325,2025-01-03 06:00:00,41.3,213.85,5.59,31.58,58.04,0
MACHINE_326,2025-01-03 06:10:00,72.03,405.62,4.94,77.58,95.99,2
MACHINE_327,2025-01-03 06:20:00,37.46,175.11,0.49,87.14,7.54,0
MACHINE_328,2025-01-03 06:30:00,52.88,343.44,3.1,59.67,11.84,0
MACHINE_329,2025-01-03 06:40:00,23.24,249.44,4.06,79.53,8.72,0
MACHINE_330,2025-01-03 06:50:00,27.53,336.69,9.79,48.71,64.8,0
MACHINE_331,2025-01-03 07:00:00,25.7,134.53,1.68,45.41,81.57,0
MACHINE_332,2025-01-03 07:10:00,58.6,235.17,1.55,40.61,14.67,0
MACHINE_333,2025-01-03 07:20:00,21.25,226.69,8.2,72.62,81.79,0
MACHINE_334,2025-01-03 07:30:00,31.33,231.77,7.81,58.64,38.38,0
MACHINE_335,2025-01-03 07:40:00,65.19,118.55,9.46,40.04,71.48,0
MACHINE_336,2025-01-03 07:50:00,54.41,265.48,3.27,44.28,91.66,0
MACHINE_337,2025-01-03 08:00:00,62.84,232.12,3.59,82.67,31.55,0
MACHINE_338,2025-01-03 08:10:00,73.0,263.17,2.57,49.24,28.36,0
MACHINE_339,2025-01-03 08:20:00,24.86,168.39,7.34,55.41,81.11,0
MACHINE_340,2025-01-03 08:30:00,53.52,456.42,0.17,60.67,28.47,2
MACHINE_341,2025-01-03 08:40:00,73.38,477.93,8.92,73.69,59.17,2
MACHINE_342,2025-01-03 08:50:00,67.58,415.45,1.41,67.24,71.27,0
MACHINE_343,2025-01-03 09:00:00,79.15,454.3,1.22,36.4,21.02,0
MACHINE_344,2025-01-03 09:10:00,40.24,497.35,6.67,35.84,84.78,0
MACHINE_345,2025-01-03 09:20:00,27.09,314.15,6.15,54.94,67.5,0
MACHINE_346,2025-01-03 09:30:00,37.16,381.73,3.96,33.46,71.69,0
MACHINE_347,2025-01-03 09:40:00,28.23,458.99,2.24,66.47,48.82,0
MACHINE_348,2025-01-03 09:50:00,70.67,136.77,5.02,67.6,56.93,0
MACHINE_349,2025-01-03 10:00:00,41.02,211.71,3.69,87.63,63.56,0
MACHINE_350,2025-01-03 10:10:00,72.36,278.87,4.61,87.92,68.51,0
MACHINE_351,2025-01-03 10:20:00,36.33,314.43,8.4,80.0,17.28,0
MACHINE_352,2025-01-03 10:30:00,30.36,262.4,4.07,53.85,54.53,0
MACHINE_353,2025-01-03 10:40:00,73.57,398.2,7.58,71.37,17.95,0
MACHINE_354,2025-01-03 10:50:00,63.01,485.42,1.98,54.82,79.04,0
MACHINE_355,2025-01-03 11:00:00,24.43,484.29,3.96,40.51,55.62,0
MACHINE_356,2025-01-03 11:10:00,42.41,369.99,5.28,30.27,6.14,0
MACHINE_357,2025-01-03 11:20:00,25.27,493.64,6.09,83.49,12.41,0
MACHINE_358,2025-01-03 11:30:00,24.09,386.96,6.29,62.62,6.34,0
MACHINE_359,2025-01-03 11:40:00,62.46,235.57,2.99,31.65,94.44,0
MACHINE_360,2025-01-03 11:50:00,23.58,155.26,1.07,45.12,97.78,0
MACHINE_361,2025-01-03 12:00:00,31.01,455.36,1.4,53.92,10.43,0
MACHINE_362,2025-01-03 12:10:00,60.0,338.41,4.3,52.64,10.95,0
MACHINE_363,2025-01-03 12:20:00,69.85,106.39,5.98,63.8,16.6,0
MACHINE_364,2025-01-03 12:30:00,58.68,495.33,7.63,44.56,89.06,0
MACHINE_365,2025-01-03 12:40:00,71.07,164.83,0.13,46.23,57.23,0
MACHINE_366,2025-01-03 12:50:00,71.99,460.44,5.07,61.16,22.41,0
MACHINE_367,2025-01-03 13:00:00,40.04,353.04,7.76,44.35,67.67,0
MACHINE_368,2025-01-03 13:10:00,70.18,214.81,4.68,77.03,77.68,0
MACHINE_369,2025-01-03 13:20:00,64.75,392.99,9.15,56.18,32.02,0
MACHINE_370,2025-01-03 13:30:00,63.07,125.3,9.44,70.82,93.03,0
MACHINE_371,2025-01-03 13:40:00,66.4,205.43,1.39,66.99,87.91,0
MACHINE_372,2025-01-03 13:50:00,47.83,351.82,9.72,41.88,47.95,0
MACHINE_373,2025-01-03 14:00:00,76.93,244.0,9.67,46.64,65.47,0
MACHINE_374,2025-01-03 14:10:00,30.56,187.25,1.82,35.85,19.52,0
MACHINE_375,2025-01-03 14:20:00,67.73,359.91,7.61,32.84,74.68,0
MACHINE_376,2025-01-03 14:30:00,21.27,214.28,9.05,67.88,96.42,0
MACHINE_377,2025-01-03 14:40:00,25.76,159.74,2.18,87.14,72.94,0
MACHINE_378,2025-01-03 14:50:00,37.88,349.69,7.22,62.74,5.15,0
MACHINE_379,2025-01-03 15:00:00,56.46,304.32,2.27,70.58,26.73,0
MACHINE_380,2025-01-03 15:10:00,45.67,482.94,3.65,39.53,61.19,0
MACHINE_381,2025-01-03 15:20:00,65.74,401.26,8.86,64.56,22.88,0
MACHINE_382,2025-01-03 15:30:00,70.95,141.41,0.45,63.16,82.57,0
MACHINE_383,2025-01-03 15:40:00,72.78,270.23,2.62,58.24,22.46,0
MACHINE_384,2025-01-03 15:50:00,59.86,193.63,8.61,78.57,7.48,0
MACHINE_385,2025-01-03 16:00:00,67.05,402.1,9.05,83.48,76.95,0
MACHINE_386,2025-01-03 16:10:00,32.82,127.17,5.67,42.79,38.86,0
MACHINE_387,2025-01-03 16:20:00,51.1,458.07,7.21,86.59,85.03,0
MACHINE_388,2025-01-03 16:30:00,59.0,150.42,9.54,89.78,9.36,0
MACHINE_389,2025-01-03 16:40:00,67.48,351.24,5.15,44.33,99.77,2
MACHINE_390,2025-01-03 16:50:00,52.39,348.41,1.76,42.26,27.71,2
MACHINE_391,2025-01-03 17:00:00,68.76,433.99,5.66,30.75,52.09,0
MACHINE_392,2025-01-03 17:10:00,46.75,255.24,3.12,74.16,41.74,0
MACHINE_393,2025-01-03 17:20:00,48.68,450.84,9.19,52.45,23.58,0
MACHINE_394,2025-01-03 17:30:00,25.91,222.39,1.37,46.1,58.45,0
MACHINE_395,2025-01-03 17:40:00,37.03,142.12,1.3,69.74,10.82,0
MACHINE_396,2025-01-03 17:50:00,39.85,113.44,7.61,59.47,47.11,0
MACHINE_397,2025-01-03 18:00:00,39.68,203.27,3.82,40.89,21.59,0
MACHINE_398,2025-01-03 18:10:00,35.4,217.41,3.45,75.7,80.52,0
MACHINE_399,2025-01-03 18:20:00,37.5,105.75,3.59,69.53,95.68,2
MACHINE_400,2025-01-03 18:30:00,45.4,397.55,9.03,81.03,7.36,0
MACHINE_401,2025-01-03 18:40:00,26.7,280.01,9.29,83.74,45.32,0
MACHINE_402,2025-01-03 18:50:00,24.12,219.13,9.75,49.48,19.89,0
MACHINE_403,2025-01-03 19:00:00,33.85,321.9,6.29,58.49,92.29,0
MACHINE_404,2025-01-03 19:10:00,63.08,177.03,5.32,40.07,28.38,0
MACHINE_405,2025-01-03 19:20:00,56.27,457.17,5.29,67.92,94.54,0
MACHINE_406,2025-01-03 19:30:00,40.08,404.8,4.86,31.0,46.27,0
MACHINE_407,2025-01-03 19:40:00,35.63,237.92,4.05,39.95,57.96,0
MACHINE_408,2025-01-03 19:50:00,48.96,284.64,9.77,58.74,14.82,0
MACHINE_409,2025-01-03 20:00:00,31.56,479.91,3.92,74.68,22.98,0
MACHINE_410,2025-01-03 20:10:00,37.92,262.6,7.03,75.1,15.49,0
MACHINE_411,2025-01-03 20:20:00,73.61,190.56,4.64,78.83,49.06,0
MACHINE_412,2025-01-03 20:30:00,65.34,161.9,0.94,83.76,43.91,0
MACHINE_413,2025-01-03 20:40:00,33.77,201.56,2.36,30.75,32.71,0
MACHINE_414,2025-01-03 20:50:00,67.97,330.08,8.88,65.66,36.85,2
MACHINE_415,2025-01-03 21:00:00,32.48,340.99,7.82,76.16,18.14,0
MACHINE_416,2025-01-03 21:10:00,68.11,362.41,3.03,67.28,95.57,0
MACHINE_417,2025-01-03 21:20:00,39.65,331.06,0.86,63.35,69.78,0
MACHINE_418,2025-01-03 21:30:00,40.58,293.35,8.47,87.41,91.96,0
MACHINE_419,2025-01-03 21:40:00,41.12,484.06,2.91,59.36,27.98,0
MACHINE_420,2025-01-03 21:50:00,42.69,164.22,2.53,69.84,10.56,0
MACHINE_421,2025-01-03 22:00:00,74.01,358.49,2.66,86.19,69.3,0
MACHINE_422,2025-01-03 22:10:00,78.11,151.55,0.49,75.6,68.71,0
MACHINE_423,2025-01-03 22:20:00,30.64,189.5,5.69,44.54,64.33,0
MACHINE_424,2025-01-03 22:30:00,35.07,385.12,5.88,62.44,23.73,2
MACHINE_425,2025-01-03 22:40:00,54.67,200.75,1.23,88.95,16.54,0
MACHINE_426,2025-01-03 22:50:00,57.53,285.59,2.75,43.71,34.25,0
MACHINE_427,2025-01-03 23:00:00,38.24,465.6,3.55,73.69,99.82,0
MACHINE_428,2025-01-03 23:10:00,50.18,206.91,2.52,39.76,92.42,0
MACHINE_429,2025-01-03 23:20:00,71.33,181.86,7.64,38.05,30.84,2
MACHINE_430,2025-01-03 23:30:00,28.24,332.23,0.13,53.26,32.45,0
MACHINE_431,2025-01-03 23:40:00,71.49,132.14,6.2,67.78,52.5,0
MACHINE_432,2025-01-03 23:50:00,46.65,357.06,3.48,31.5,27.26,0
MACHINE_433,2025-01-04 00:00:00,25.34,218.23,4.1,51.55,26.87,0
MACHINE_434,2025-01-04 00:10:00,24.0,383.5,5.97,69.77,46.42,0
MACHINE_435,2025-01-04 00:20:00,60.54,465.26,7.62,67.8,44.1,0
MACHINE_436,2025-01-04 00:30:00,50.94,227.08,2.4,52.69,22.9,0
MACHINE_437,2025-01-04 00:40:00,69.43,441.67,5.55,66.03,51.23,0
MACHINE_438,2025-01-04 00:50:00,27.97,119.24,3.63,78.01,65.63,2
MACHINE_439,2025-01-04 01:00:00,24.43,151.51,9.19,54.69,43.89,0
MACHINE_440,2025-01-04 01:10:00,61.36,260.72,8.87,50.23,41.91,0
MACHINE_441,2025-01-04 01:20:00,68.25,281.82,1.36,61.53,20.18,0
MACHINE_442,2025-01-04 01:30:00,41.2,194.83,6.0,72.97,99.48,0
MACHINE_443,2025-01-04 01:40:00,62.35,400.84,1.09,37.93,65.62,0
MACHINE_444,2025-01-04 01:50:00,66.25,171.49,2.31,45.61,96.94,0
MACHINE_445,2025-01-04 02:00:00,57.74,229.29,8.48,54.18,69.03,0
MACHINE_446,2025-01-04 02:10:00,20.12,326.85,9.57,67.94,65.0,0
MACHINE_447,2025-01-04 02:20:00,31.28,231.84,3.77,75.09,62.02,0
MACHINE_448,2025-01-04 02:30:00,67.01,493.15,4.83,80.67,67.56,2
MACHINE_449,2025-01-04 02:40:00,49.11,457.52,7.32,81.41,81.79,0
MACHINE_450,2025-01-04 02:50:00,52.33,315.44,3.8,87.34,5.33,0
MACHINE_451,2025-01-04 03:00:00,23.8,461.04,0.64,62.85,55.13,0
MACHINE_452,2025-01-04 03:10:00,34.95,393.28,5.85,65.33,28.96,0
MACHINE_453,2025-01-04 03:20:00,20.79,418.85,3.76,68.28,70.15,2
MACHINE_454,2025-01-04 03:30:00,55.95,238.23,6.52,48.32,19.32,0
MACHINE_455,2025-01-04 03:40:00,60.6,492.83,0.97,62.66,55.38,0
MACHINE_456,2025-01-04 03:50:00,42.67,298.85,8.62,56.05,34.3,2
MACHINE_457,2025-01-04 04:00:00,32.98,267.41,9.88,83.43,73.13,0
MACHINE_458,2025-01-04 04:10:00,38.55,119.44,3.5,34.33,19.4,2
MACHINE_459,2025-01-04 04:20:00,75.48,385.31,7.96,47.26,58.09,0
MACHINE_460,2025-01-04 04:30:00,65.95,111.74,0.69,53.0,5.17,0
MACHINE_461,2025-01-04 04:40:00,68.43,205.22,7.03,52.71,75.82,0
MACHINE_462,2025-01-04 04:50:00,36.58,481.77,1.47,85.7,36.24,2
MACHINE_463,2025-01-04 05:00:00,52.06,157.45,5.17,64.89,43.91,0
MACHINE_464,2025-01-04 05:10:00,69.09,403.39,0.76,43.76,11.46,0
MACHINE_465,2025-01-04 05:20:00,63.57,371.35,8.29,40.55,75.65,0
MACHINE_466,2025-01-04 05:30:00,32.42,232.93,5.11,76.71,82.27,2
MACHINE_467,2025-01-04 05:40:00,65.27,487.01,7.95,87.39,37.32,0
MACHINE_468,2025-01-04 05:50:00,33.81,302.26,5.64,66.57,45.29,0
MACHINE_469,2025-01-04 06:00:00,73.86,492.22,6.69,82.87,8.43,2
MACHINE_470,2025-01-04 06:10:00,21.44,318.64,7.88,43.25,91.83,0
MACHINE_471,2025-01-04 06:20:00,67.57,349.59,7.18,80.1,44.76,0
MACHINE_472,2025-01-04 06:30:00,79.29,368.1,9.68,34.48,79.91,0
MACHINE_473,2025-01-04 06:40:00,54.04,216.06,9.39,68.27,37.58,0
MACHINE_474,2025-01-04 06:50:00,79.35,226.72,0.46,61.46,71.83,0
MACHINE_475,2025-01-04 07:00:00,63.95,475.18,8.27,74.29,73.62,0
MACHINE_476,2025-01-04 07:10:00,43.06,118.22,6.1,70.59,84.78,0
MACHINE_477,2025-01-04 07:20:00,63.41,331.55,6.64,49.89,96.37,0
MACHINE_478,2025-01-04 07:30:00,26.09,181.42,4.45,58.9,10.9,0
MACHINE_479,2025-01-04 07:40:00,58.12,198.26,1.14,79.15,76.77,0
MACHINE_480,2025-01-04 07:50:00,50.94,469.29,7.67,80.27,45.36,0
MACHINE_481,2025-01-04 08:00:00,34.93,399.11,7.15,82.21,95.69,0
MACHINE_482,2025-01-04 08:10:00,31.69,416.36,4.53,47.0,10.08,0
MACHINE_483,2025-01-04 08:20:00,43.93,457.67,5.9,86.17,63.78,0
MACHINE_484,2025-01-04 08:30:00,60.17,406.32,9.59,46.71,46.2,0
MACHINE_485,2025-01-04 08:40:00,27.53,402.8,5.29,47.57,69.07,0
MACHINE_486,2025-01-04 08:50:00,59.61,495.99,1.39,44.7,99.98,2
MACHINE_487,2025-01-04 09:00:00,57.29,473.57,9.31,34.86,96.12,2
MACHINE_488,2025-01-04 09:10:00,61.32,141.82,3.42,67.86,8.46,0
MACHINE_489,2025-01-04 09:20:00,36.38,192.84,8.99,47.34,90.16,0
MACHINE_490,2025-01-04 09:30:00,37.56,353.7,5.34,78.14,17.69,0
MACHINE_491,2025-01-04 09:40:00,49.38,109.67,8.03,80.25,43.97,0
MACHINE_492,2025-01-04 09:50:00,26.84,397.11,4.08,89.75,86.64,2
MACHINE_493,2025-01-04 10:00:00,52.61,391.82,8.46,88.79,50.13,0
MACHINE_494,2025-01-04 10:10:00,29.19,362.57,9.15,66.66,60.64,0
MACHINE_495,2025-01-04 10:20:00,78.32,364.33,2.7,84.62,50.2,0
MACHINE_496,2025-01-04 10:30:00,54.22,454.19,1.7,83.97,68.71,0
MACHINE_497,2025-01-04 10:40:00,39.14,310.97,8.34,66.63,71.34,0
MACHINE_498,2025-01-04 10:50:00,51.34,476.73,7.77,56.66,68.39,2
MACHINE_499,2025-01-04 11:00:00,25.75,123.55,9.73,55.97,61.35,0
MACHINE_500,2025-01-04 11:10:00,22.14,456.21,6.93,47.51,70.06,0
MACHINE_501,2025-01-04 11:20:00,25.25,125.4,1.83,85.5,54.8,0
MACHINE_502,2025-01-04 11:30:00,71.58,112.12,0.21,33.52,81.79,0
MACHINE_503,2025-01-04 11:40:00,46.32,162.94,6.39,57.76,47.23,0
MACHINE_504,2025-01-04 11:50:00,43.36,448.24,1.06,78.01,86.59,0
MACHINE_505,2025-01-04 12:00:00,28.2,439.45,4.43,44.76,86.24,0
MACHINE_506,2025-01-04 12:10:00,78.03,368.77,2.72,82.87,10.99,0
MACHINE_507,2025-01-04 12:20:00,66.12,478.74,7.49,68.63,8.49,0
MACHINE_508,2025-01-04 12:30:00,77.74,389.72,4.74,66.76,52.85,0
MACHINE_509,2025-01-04 12:40:00,32.1,494.17,4.15,58.21,13.12,0
MACHINE_510,2025-01-04 12:50:00,38.0,358.35,7.81,55.93,34.74,0
MACHINE_511,2025-01-04 13:00:00,45.41,222.28,1.57,83.63,20.26,0
MACHINE_512,2025-01-04 13:10:00,55.88,228.32,6.63,74.56,75.94,0
MACHINE_513,2025-01-04 13:20:00,53.47,165.85,4.42,33.47,39.36,0
MACHINE_514,2025-01-04 13:30:00,42.41,231.68,8.56,31.01,15.06,0
MACHINE_515,2025-01-04 13:40:00,53.19,372.18,7.17,46.69,54.95,0
MACHINE_516,2025-01-04 13:50:00,44.23,368.88,8.6,83.02,58.4,0
MACHINE_517,2025-01-04 14:00:00,68.93,273.85,5.12,75.17,25.06,0
MACHINE_518,2025-01-04 14:10:00,51.85,378.9,4.14,75.07,66.06,2
MACHINE_519,2025-01-04 14:20:00,66.79,279.03,4.05,70.75,40.44,2
MACHINE_520,2025-01-04 14:30:00,68.14,482.72,4.16,81.4,34.64,0
MACHINE_521,2025-01-04 14:40:00,36.26,470.95,2.41,40.37,48.36,0
MACHINE_522,2025-01-04 14:50:00,73.54,164.91,6.81,55.81,68.04,0
MACHINE_523,2025-01-04 15:00:00,40.4,380.08,1.18,69.31,12.88,0
MACHINE_524,2025-01-04 15:10:00,23.56,268.1,7.97,82.33,23.14,0
MACHINE_525,2025-01-04 15:20:00,79.12,325.78,0.15,46.28,64.63,0
MACHINE_526,2025-01-04 15:30:00,67.53,229.74,5.95,59.99,67.4,0
MACHINE_527,2025-01-04 15:40:00,76.58,273.36,1.48,55.35,25.78,0
MACHINE_528,2025-01-04 15:50:00,23.99,189.68,6.74,65.7,38.07,0
MACHINE_529,2025-01-04 16:00:00,42.71,129.03,7.22,39.38,52.08,0
MACHINE_530,2025-01-04 16:10:00,60.81,312.25,1.36,85.91,91.91,0
MACHINE_531,2025-01-04 16:20:00,54.2,312.5,6.13,73.45,46.82,0
MACHINE_532,2025-01-04 16:30:00,57.15,336.01,3.91,39.1,87.86,0
MACHINE_533,2025-01-04 16:40:00,66.09,244.63,4.69,37.07,41.26,0
MACHINE_534,2025-01-04 16:50:00,45.01,104.02,8.39,30.66,51.55,0
MACHINE_535,2025-01-04 17:00:00,62.51,100.2,7.38,41.61,27.67,0
MACHINE_536,2025-01-04 17:10:00,73.83,193.85,9.86,74.15,65.58,0
MACHINE_537,2025-01-04 17:20:00,77.29,177.34,3.51,47.62,76.39,0
MACHINE_538,2025-01-04 17:30:00,40.48,368.92,5.05,44.32,23.14,0
MACHINE_539,2025-01-04 17:40:00,65.09,198.14,5.02,38.47,33.05,0
MACHINE_540,2025-01-04 17:50:00,55.85,426.32,4.07,79.21,83.67,2
MACHINE_541,2025-01-04 18:00:00,21.84,377.33,4.63,52.12,61.86,0
MACHINE_542,2025-01-04 18:10:00,38.57,358.92,3.14,43.85,58.12,0
MACHINE_543,2025-01-04 18:20:00,50.3,494.09,2.96,63.75,28.8,0
MACHINE_544,2025-01-04 18:30:00,67.88,192.4,8.31,45.72,82.99,0
MACHINE_545,2025-01-04 18:40:00,27.44,367.5,7.7,43.75,49.21,0
MACHINE_546,2025-01-04 18:50:00,42.74,454.02,8.65,74.72,96.21,0
MACHINE_547,2025-01-04 19:00:00,51.19,264.55,5.31,57.81,58.04,0
MACHINE_548,2025-01-04 19:10:00,42.17,489.22,9.61,81.86,13.2,0
MACHINE_549,2025-01-04 19:20:00,68.32,198.09,8.91,59.75,81.25,0
MACHINE_550,2025-01-04 19:30:00,41.04,221.07,7.98,68.78,7.56,0
MACHINE_551,2025-01-04 19:40:00,22.81,119.09,6.39,86.15,9.87,0
MACHINE_552,2025-01-04 19:50:00,43.05,148.34,6.6,40.48,44.43,0
MACHINE_553,2025-01-04 20:00:00,53.72,381.69,3.88,85.51,28.59,0
MACHINE_554,2025-01-04 20:10:00,46.78,118.84,5.52,41.29,8.47,0
MACHINE_555,2025-01-04 20:20:00,25.55,327.34,7.14,32.31,94.99,0
MACHINE_556,2025-01-04 20:30:00,48.43,408.87,9.44,81.49,43.46,0
MACHINE_557,2025-01-04 20:40:00,29.73,204.41,7.65,86.29,27.02,0
MACHINE_558,2025-01-04 20:50:00,29.42,184.87,1.34,86.04,89.6,0
MACHINE_559,2025-01-04 21:00:00,43.92,376.74,7.56,71.42,64.31,0
MACHINE_560,2025-01-04 21:10:00,22.4,146.97,8.16,83.7,37.36,0
MACHINE_561,2025-01-04 21:20:00,61.83,416.14,8.83,38.14,25.16,0
MACHINE_562,2025-01-04 21:30:00,20.32,271.87,1.23,55.54,35.04,0
MACHINE_563,2025-01-04 21:40:00,76.86,369.49,8.35,77.9,73.85,0
MACHINE_564,2025-01-04 21:50:00,53.64,428.57,3.81,61.92,53.68,0
MACHINE_565,2025-01-04 22:00:00,73.15,165.02,5.06,87.38,14.38,0
MACHINE_566,2025-01-04 22:10:00,70.11,312.95,4.69,57.46,87.92,0
MACHINE_567,2025-01-04 22:20:00,25.52,185.24,7.36,87.32,24.39,0
MACHINE_568,2025-01-04 22:30:00,46.98,345.18,1.88,57.82,94.25,0
MACHINE_569,2025-01-04 22:40:00,73.27,385.25,5.65,35.9,85.18,0
MACHINE_570,2025-01-04 22:50:00,67.7,391.35,2.96,40.51,69.91,0
MACHINE_571,2025-01-04 23:00:00,35.68,460.13,9.07,44.31,42.25,0
MACHINE_572,2025-01-04 23:10:00,24.8,204.12,5.09,47.11,33.44,2
MACHINE_573,2025-01-04 23:20:00,53.92,282.47,7.28,53.02,36.5,0
MACHINE_574,2025-01-04 23:30:00,54.57,203.36,2.52,53.56,94.62,2
MACHINE_575,2025-01-04 23:40:00,41.39,189.15,8.3,57.6,74.25,0
MACHINE_576,2025-01-04 23:50:00,50.7,230.51,7.91,63.67,28.0,0
MACHINE_577,2025-01-05 00:00:00,46.44,246.14,1.5,83.29,47.47,0
MACHINE_578,2025-01-05 00:10:00,79.4,234.88,1.17,86.67,56.61,0
MACHINE_579,2025-01-05 00:20:00,21.82,413.22,2.45,43.69,67.94,0
MACHINE_580,2025-01-05 00:30:00,58.98,122.57,6.56,82.34,41.53,0
MACHINE_581,2025-01-05 00:40:00,41.84,327.62,8.67,71.03,40.0,2
MACHINE_582,2025-01-05 00:50:00,54.67,369.32,5.08,48.62,10.05,0
MACHINE_583,2025-01-05 01:00:00,47.51,193.56,3.98,31.44,26.59,0
MACHINE_584,2025-01-05 01:10:00,24.45,482.22,6.81,59.9,40.92,0
MACHINE_585,2025-01-05 01:20:00,41.81,302.44,4.19,35.0,6.0,0
MACHINE_586,2025-01-05 01:30:00,27.14,345.45,1.83,34.39,10.25,0
MACHINE_587,2025-01-05 01:40:00,68.66,176.84,4.36,82.4,12.67,0
MACHINE_588,2025-01-05 01:50:00,26.44,472.73,0.25,60.98,33.53,0
MACHINE_589,2025-01-05 02:00:00,38.58,206.45,0.73,44.58,79.95,0
MACHINE_590,2025-01-05 02:10:00,47.66,325.65,4.95,67.29,78.03,0
MACHINE_591,2025-01-05 02:20:00,69.02,453.1,7.04,40.88,21.8,0
MACHINE_592,2025-01-05 02:30:00,44.81,112.21,2.56,36.64,22.58,0
MACHINE_593,2025-01-05 02:40:00,49.11,311.01,6.68,30.44,80.01,0
MACHINE_594,2025-01-05 02:50:00,26.71,188.3,1.19,82.63,8.58,0
MACHINE_595,2025-01-05 03:00:00,21.29,485.36,2.09,76.18,17.13,0
MACHINE_596,2025-01-05 03:10:00,52.49,456.07,6.05,30.88,71.08,0
MACHINE_597,2025-01-05 03:20:00,59.45,456.73,2.8,48.05,50.25,0
MACHINE_598,2025-01-05 03:30:00,52.48,155.75,9.96,40.15,52.76,0
MACHINE_599,2025-01-05 03:40:00,29.71,448.1,7.29,76.45,76.5,0
MACHINE_600,2025-01-05 03:50:00,55.09,439.32,1.67,77.87,9.62,0
MACHINE_601,2025-01-05 04:00:00,50.68,103.94,9.42,52.36,65.77,0
MACHINE_602,2025-01-05 04:10:00,23.77,112.98,0.57,61.66,22.81,0
MACHINE_603,2025-01-05 04:20:00,38.62,247.71,9.8,35.48,76.38,0
MACHINE_604,2025-01-05 04:30:00,54.05,241.46,7.1,49.51,71.8,2
MACHINE_605,2025-01-05 04:40:00,71.73,394.26,6.31,74.54,62.38,0
MACHINE_606,2025-01-05 04:50:00,52.62,467.28,3.97,50.35,26.37,0
MACHINE_607,2025-01-05 05:00:00,37.47,434.7,6.64,37.51,17.7,0
MACHINE_608,2025-01-05 05:10:00,57.08,301.52,2.66,42.42,21.67,0
MACHINE_609,2025-01-05 05:20:00,70.62,402.65,2.45,70.94,30.61,0
MACHINE_610,2025-01-05 05:30:00,61.87,275.4,7.35,83.94,93.69,0
MACHINE_611,2025-01-05 05:40:00,47.74,143.06,9.26,55.43,6.74,0
MACHINE_612,2025-01-05 05:50:00,67.09,253.97,4.19,86.98,99.0,0
MACHINE_613,2025-01-05 06:00:00,70.97,418.74,7.47,34.14,82.63,0
MACHINE_614,2025-01-05 06:10:00,65.6,421.59,4.23,68.74,56.66,0
MACHINE_615,2025-01-05 06:20:00,45.43,232.44,9.15,56.76,82.25,0
MACHINE_616,2025-01-05 06:30:00,20.15,366.92,2.67,41.63,48.42,0
MACHINE_617,2025-01-05 06:40:00,70.12,273.31,3.56,62.16,18.51,0
MACHINE_618,2025-01-05 06:50:00,43.63,340.95,8.38,32.07,37.29,0
MACHINE_619,2025-01-05 07:00:00,57.04,492.86,9.9,32.51,35.87,0
MACHINE_620,2025-01-05 07:10:00,78.53,120.22,7.31,80.11,90.64,0
MACHINE_621,2025-01-05 07:20:00,30.22,194.8,8.74,34.26,84.48,0
MACHINE_622,2025-01-05 07:30:00,39.58,308.98,0.83,45.34,12.19,0
MACHINE_623,2025-01-05 07:40:00,22.18,128.87,3.31,88.23,22.56,2
MACHINE_624,2025-01-05 07:50:00,73.08,236.49,0.94,42.37,41.12,0
MACHINE_625,2025-01-05 08:00:00,64.21,175.22,4.65,40.01,16.84,0
MACHINE_626,2025-01-05 08:10:00,44.33,303.94,7.78,47.76,83.06,0
MACHINE_627,2025-01-05 08:20:00,44.35,234.51,2.1,36.23,77.22,2
MACHINE_628,2025-01-05 08:30:00,52.89,448.57,7.43,60.27,32.55,0
MACHINE_629,2025-01-05 08:40:00,53.91,368.42,8.96,57.13,45.92,0
MACHINE_630,2025-01-05 08:50:00,51.97,106.55,7.61,63.83,74.51,0
MACHINE_631,2025-01-05 09:00:00,65.6,357.63,5.91,32.1,8.73,0
MACHINE_632,2025-01-05 09:10:00,22.66,102.81,2.42,53.91,74.75,0
MACHINE_633,2025-01-05 09:20:00,50.87,494.74,3.45,30.27,36.9,0
MACHINE_634,2025-01-05 09:30:00,56.51,299.64,2.68,62.4,28.26,0
MACHINE_635,2025-01-05 09:40:00,60.12,392.34,3.74,34.43,54.15,0
MACHINE_636,2025-01-05 09:50:00,35.11,206.69,0.39,89.06,72.13,0
MACHINE_637,2025-01-05 10:00:00,26.02,469.02,2.92,45.54,97.48,0
MACHINE_638,2025-01-05 10:10:00,47.79,274.71,3.34,80.89,26.09,0
MACHINE_639,2025-01-05 10:20:00,63.66,115.25,4.24,49.61,99.63,0
MACHINE_640,2025-01-05 10:30:00,43.52,412.73,6.6,82.93,14.72,0
MACHINE_641,2025-01-05 10:40:00,79.25,313.7,9.36,44.4,55.59,0
MACHINE_642,2025-01-05 10:50:00,31.84,339.9,0.3,66.4,16.55,0
MACHINE_643,2025-01-05 11:00:00,52.1,488.7,2.76,74.94,92.42,0
MACHINE_644,2025-01-05 11:10:00,22.88,404.2,2.55,87.66,38.36,0
MACHINE_645,2025-01-05 11:20:00,57.27,346.9,4.64,30.24,34.9,0
MACHINE_646,2025-01-05 11:30:00,75.9,186.42,2.66,75.1,27.5,0
MACHINE_647,2025-01-05 11:40:00,41.52,209.26,2.69,76.86,78.75,0
